,web-scraper-order,name,description,price,address,category,date_formatted,time_from,time_until,duration_seconds,is_concert,description_len
800,1701177015-604,"TRIO CAPPELLA mit ""Tartufi Musicali"" in Beromünster","tartufi musicali   konzert erlesener köstlichkeiten.  sie kennen sie? die süssen tartufi aus dem piemont, hergestellt aus den originalen haselnüssen und feinster schokolade. ob klassisch wie neri, bianchi oder ausgefallen mit echten trüffelaromen, diese pralinen passen immer: zum espresso, einem glas wein oder einfach zwischendurch.    so ist es auch mit den klängen des trio cappella: berührend, einzigartig, überraschend, leidenschaftlich, authentisch, herzerwärmend und passend in die adventszeit. claudia, die akkordeonistin mit feinem sinn für zwischentöne, armin, der weltweit reisende posaunist mit klassischen wurzeln, und peter, der kontrabassist mit profunder affinität zum jazz, präsentieren in tartufi musicali erlesene köstlichkeiten. jede davon mit eigener geschmacksrichtung.  geniessen sie kreative vielfalt in stimmungsvollem ambiente!  wir freuen uns auf ihren besuch!  ihr trio cappella  claudia muff, akkordeon  armin bachmann, posaune/alphorn  peter gossweiler, bass",,"Stiftstheater Beromünster, Stift 28, Beromünster, CH",Konzert / Weitere Musikrichtungen,2023-12-10,17:00,18:15,4500.0,1,989.0
801,1701177017-605,Vindonissa Singers Adventskonzert 2023,"adventskonzert mit dem titel: ""wunder passiere""",,"Reformierte Kirche, Gebenstorf, CH",Konzert / A cappella & Vocal,2023-12-10,17:00,18:30,5400.0,1,47.0
802,1701177019-606,Tabasso singt zur Adventszeit,"tabasso singt mit bandbegleitung in der reformierten kirche st. antoni zur adventszeit. verschiedene songs aus verschiedenen genres mit dem lichtblick hoffnung.  mit liebe und zuversicht wird es einem warm ums herz und man freut sich auf das neue, auf das was kommt.  wir freuen uns mit euch die adventszeit einzuläuten :-)  türöffnung um 16.00uhr",,"Reformierte Kirche St. Antoni, Cheerstrasse 22, St. Antoni, CH",Konzert / Weitere Musikrichtungen,2023-12-10,17:00,18:30,5400.0,1,347.0
803,1701177021-607,Stummfilm mit Livemusik,"harold lloyd zählte neben charles chaplin und buster keaton zu den erfolgreichsten komikern der stummfilmzeit. einen dieser filme begleiten kristoff becker (e-cello, sounds) und robert schmidt (keys) live. ein erlebnis für die ganze familie.",,"Ortschafft, Hinterdorfstrasse 10, Pfungen, CH",Konzert / World & Ethno,2023-12-10,17:00,18:00,3600.0,1,241.0
804,1701177023-608,Ensemble ApérOHR & Marion Feichter-Daniel Hofstätter,"das ensemble apérohr lädt ein zu einem weihnachtlich-jazzigen erlebnis! die mit allen wassern gewaschene jazzsängerin marion feichter und ihr partner daniel hofstätter (keys) bringen in ihrem gepäck ihr brandneues album «the age of unease» mit, das für liestal in neu auf die besetzung mit dem ensemble apérohr orchestriertem gewand erklingen wird. ergänzt wird das programm durch weihnachtlichen jazz. man darf sich freuen auf einen musikalischen flug zwischen der inneren unruhe der heutigen zeit hin zu weihnachtlicher und festtäglicher gelassenheit und besinnlichkeit! freundschaftliche verbundenheit und gemeinsames musizieren über viele jahre haben zwei paare zu einem ensemble werden lassen. die vier ensemble mitglieder verbindet neben vielem anderen die ungebrochene lust am experimentieren und am ausweiten des eigenen horizontes; so entstehen in der kulturscheune liestal – alle vier beteiligten unterrichten an der regionalen musikschule liestal – seit herbst 2015 konzertformate der besonderen art.",,"Kulturscheune, Kasernenstrasse 21A, Liestal, CH",Konzert / Jazz & Blues,2023-12-10,17:00,,,1,1011.0
805,1701177025-609,Appenzeller Kammerorchester - Concertare,"musik als dialog, als spielerisches miteinander: das concerto e-moll von georg philipp telemann für blockflöte (annina stahlberger) und traversflöte (renate sudhaus) überrascht mit vielfältigen klangnuancen. john irelands concertino pastorale nimmt themen des hirtenlebens auf. bettina messerschmidt spielt, begleitet vom orchester, das konzert für violoncello und orchester a-moll von johann wilhelm hertel. mit dem pastorale von johann david heinichen klingt das konzert vorweihnächtlich aus.",,"Evangelische Kirche Gais, Dorfplatz 1, Gais, CH",Konzert,2023-12-10,17:00,,,1,494.0
806,1701177027-610,Gedenk- und Adventskonzert (2. Durchführung),im rahmen des 175 jährigen jubiläums findet ein gedenk- und adventskonzert des geschichtsträchtigen chor viril baselgia savognin statt.,,"Kirche Nossadonna, Savognin, Veia Curvanera 13, Savognin, CH",Konzert / Chor,2023-12-10,17:00,19:00,7200.0,1,135.0
807,1701177029-611,The Christmas Project,"dieses jahr steht nicht nur weihnachten vor der tür, sondern auch du – und wir machen dir auf.  rein in die gute stube. «the christmas project» tritt diesen dezember das erste mal ins rampenlicht, zusammen mit musiker joel goldenberger, einem 60-köpfigen chor und einer fantastischen live-band.  wir laden dich ein, mit einer tasse tee und ein paar keksen in unserem gemütlichen wohnzimmer platz zu nehmen und dich verzaubern zu lassen. dann können wir auch weihnachten hereinbitten.",,"Bahnhofsaal (direkt beim Bahnhof Rheinfelden), Bahnhofstrasse 21 , Rheinfelden, CH",Konzert / Chor,2023-12-10,17:00,19:00,7200.0,1,483.0
808,1701177031-612,Und hat ein Blümlein bracht,"das festliche weihnachtsprogramm des berner frauenensembles les voc-à-lises berichtet von verbundenheit: mit der erzählung vom himmlischen und irdischen leben, von tieren, engeln und propheten, von menschen, die hoffen, bangen, erwarten, jubeln und bitten in alter und neuer musik, im volkston oder in komplexen tonsprachen. im zentrum des weihnachtskonzertes steht die missa regina coeli von g.p. da palestrina.",,"Kirche Kirchlindach, Lindachstrasse 14, Kirchlindach, CH",Konzert / A cappella & Vocal,2023-12-10,17:00,18:30,5400.0,1,412.0
809,1701177033-613,Feux d'artifices,"le public fera du bien à son âme, aux oreilles, et retrouvera des amis et des artistes de folie lors de deux week-ends de concerts avant la fin de l’année ! au programme, de jeunes talents se mêlent aux stars dans un joyeux flou artistique.. eh oui, car l’objectif de deux co-directrices ophélie gaillard et marina viotti est de mélanger les générations et les talents pour obtenir des spectacles/concerts aussi éclectiques qu’enthousiasmants! lionel cottet – violoncelle (parrain de la soirée) jorge viladoms – piano (parrain de la soirée) camerata du léman jeunes talents milo ferrazzini - violoncelle, lauréat du prix guy fallot 2023 naïma pfiffer - piano",,"Salle Frank Martin, Rue de la Vallée 3, Genf, CH",Konzert,2023-12-10,17:00,,,1,658.0
810,1701177035-614,Have Yourself A Merry Little Christmas,"der st. galler frauenchor singallinas zaubert während einer stunde mit a cappella-liedern eine vorweihnachtliche stimmung in die katholische kirche heiligkreuz. es sind lieder aus verschiedenen stilen und ländern zu hören. die palette reicht von den usa über frankreich bis in die ukraine, vom rätoromanischen oder schwedischen bis zum georgischen lied. die musikalische leitung hat michael schläpfer.",,"Dreifaltigkeitskirche Heiligkreuz, Iddastrasse 31, St. Gallen, CH",Konzert / Chor,2023-12-10,17:00,,,1,401.0
811,1701177037-615,"Gospelkonzert ""joy to the world""","der gospelchor life (aus thal), gospel niederuzwil sowie die projektsänger*innen proben seit wochen für zwei konzerte im dezember 2023. es sind wunderbare, mitreissende weihnachtslieder, die mit viel freude und enthusiasmus eingeübt wurden. lassen sie sich vom gospelspirit begeistern.",,"Katholische Kirche, Wartbüchel 2a, Buechen-Staad, CH",Konzert / Gospel,2023-12-10,17:00,19:00,7200.0,1,285.0
812,1701177039-616,Adventskonzert mit Gospelchor Schönau,"der gospelchor schönau unter der leitung von bärni gafner, markus aellig am e-piano, roger holzer an der percussion und martin wyss am bass laden zum adventskonzert mit vielen bekannten und beliebten melodien ein.",,"Kirche Allmendingen, Im Dorf 2, Thun, CH",Konzert / Gospel,2023-12-10,17:00,19:00,7200.0,1,213.0
813,1701177041-617,Adventskonzert,"der gospelchor schönau unter der leitung von dirigent bärni gafner, markus aellig am e-piano, roger holzer an der percussion und martin wyss am bass laden zum adventskonzert mit vielen bekannten und beliebten melodien ein.",,"Kirche Allmendingen, Im Dorf 2, Thun, CH",Konzert / World & Ethno,2023-12-10,17:00,17:00,0.0,1,222.0
814,1701177043-618,WEIHNACHTSGALA DER KÄMPFEN CHÖRE,"die grosse weihnachtsgala der kämpfen-chöre  anlässlich seines 70. geburtstags präsentiert hansruedi kämpfen ein stimmungsvolles weihnachtsprogramm mit seinen fünf chören. (oberwalliser vokalensemble, oberwalliser lehrerchor, männerchor brig, gemischter chor grächen, singschule oberwallis)  klassische weihnachtsmusik von händel, mozart und mendelssohn verschmilzt harmonisch mit einer auswahl bekannter und unbekannter weihnachtslieder. solisten und ein instrumentalensemble zusammen mit den fünf chören versprechen eine festliche weihnachtsstimmung, die die herzen der zuhörer in bann zieht.",,"Kollegiumskirche, Kollegiumsplatz, Brig, CH",Konzert / Chor,2023-12-10,17:00,18:45,6300.0,1,594.0
815,1701177045-619,Mallet Art Trio,"die kulturkommission mönchaltorf präsentiert das mallet art trio. das neu formierte mallet art trio besteht aus drei in der szene gut etablierten musikern, die mit eigenkompositionen und sorgfältig ausgewählten tunes ein ausgesprochen facettenreiches programm präsentieren. das repertoire reicht von minimal music über neuere tunes bis hin zu ennio morricone und gibt einen spannenden einblick in die vielseitigkeit des modernen jazz. wenn das ganze erklingt, bekommt es durch die besondere instrumentierung, das konzentrierte zusammenspiel und den federnden groove eine bezaubernde harmonie. dominik burger, vibrafon patric birrer, gitarre fridolin berger, bass",,"Mönchhofsaal, Usterstrasse 23, Mönchaltorf, CH",Konzert / Jazz & Blues,2023-12-10,17:00,,,1,662.0
816,1701177047-620,Weihnachtskonzert PMS und PHTG 2023 - Konzert Sonntag,weihnachtskonzert der pädagogischen maturitätsschule kreuzlingen und der pädagogischen hochschule thurgau - öffentliche hauptprobe,0.0,"Hauptstrasse Kreuzlingen, Haupstrasse 1, Kreuzlingen, CH",Konzert / Chor,2023-12-10,17:00,18:30,5400.0,1,130.0
817,1701177049-621,TRADITIONAL ENGLISH CAROL SERVICE,"am sonntag, den 10. dezember 2023, mit beginn um 17.00 uhr, findet in der christkatholischen kirche in st. gallen zum 43. mal das traditionelle weihnachtskonzert statt.   es singt der chor der anglikanischen kirche st. andrew's in zürich.      dieser festliche anlass findet immer in der vorweihnachtszeit statt. es werden die typischen englischen weihnachtslieder, die ""carols"", aufgeführt. dazwischen werden ausschnitte aus der weihnachtsgeschichte gelesen. dieser brauch wird in der anglikanischen kirche seit 140 jahren praktiziert. in einem besonders festlichem rahmen werden die carol services seit 1931 in der kapelle des king's college in cambridge gefeiert.     auch die anglikanische kirche st. andrew's in zürich und ihre anglikanische tochterkirche in st.gallen folgen dieser tradition. seit 43 jahren kommt der chor der anglikanischen kirche, zürich, unter der derzeitigen leitung von shaun yong, nach st. gallen. die bekannteren carols wie «o little town of bethlehem» und „hark! the herald angels sing“ werden zusammen mit den anwesenden gesungen. bemerkenswerte chorstücke in diesem jahr sind u.a. «softly» ,text und musik von will todd, ein sanfter carol, der den frieden und die stimmung an weihnachten einfängt. «what sweeter music» von john rutter, bei dem der text von ... 								 									 mehr anzeigen 								 							 							 																	am sonntag, den 10. dezember 2023, mit beginn um 17.00 uhr, findet in der christkatholischen kirche in st. gallen zum 43. mal das traditionelle weihnachtskonzert statt.   es singt der chor der anglikanischen kirche st. andrew's in zürich.      dieser festliche anlass findet immer in der vorweihnachtszeit statt. es werden die typischen englischen weihnachtslieder, die ""carols"", aufgeführt. dazwischen werden ausschnitte aus der weihnachtsgeschichte gelesen. dieser brauch wird in der anglikanischen kirche seit 140 jahren praktiziert. in einem besonders festlichem rahmen werden die carol services seit 1931 in der kapelle des king's college in cambridge gefeiert.     auch die anglikanische kirche st. andrew's in zürich und ihre anglikanische tochterkirche in st.gallen folgen dieser tradition. seit 43 jahren kommt der chor der anglikanischen kirche, zürich, unter der derzeitigen leitung von shaun yong, nach st. gallen. die bekannteren carols wie «o little town of bethlehem» und „hark! the herald angels sing“ werden zusammen mit den anwesenden gesungen. bemerkenswerte chorstücke in diesem jahr sind u.a. «softly» ,text und musik von will todd, ein sanfter carol, der den frieden und die stimmung an weihnachten einfängt. «what sweeter music» von john rutter, bei dem der text von robert herrik alles zusammen fasst, was weihnachten ausmacht.     anschliessend treffen sich alle anwesenden zu guetzli und glühwein. der perfekte anlass, um sich auf die weihnachtszeit einzustimmen !! 									 										 weniger anzeigen",,"Christkatholische Kirche, Dufourstrasse 77, St. Gallen, CH",Konzert / Chor,2023-12-10,17:00,,,1,2898.0
818,1701177051-622,Zwischen verschommenen Grenzen,"in diesem programm treffen texte von etel adnan auf musik und ermöglichen so einen dialog neuer klangwelten und texten über das leben. in diesem programm treffen texte von etel adnan auf musik von johannes maria staud, martyna kosecka, elisabeth harnik, hugo bell und toshio hosokawa und ermöglichen so einen dialog verschiedener grenzübergreifender, neuer klangwelten und texten über das leben. &nbsp; werke: johannes maria staud (1972) 10 miniaturen für bálint andrás varga 2007 für violine, violoncello und klavier martyna kosecka (1989) weightlessness 2021 für flöte, bassklarinette, violine, violoncello und klavier hugo bell (1992) between the smallest of places 2019 für viola und kleine trommel elisabeth harnik (1970) of all stars the most beautiful 2018 für klavier solo",,"Theater am Gleis, Untere Vogelsangstr. 3, Winterthur, CH",Konzert,2023-12-10,17:00,,,1,780.0
