web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1701176390-377","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Adventskonzert Brassband Ostschweiz
									Samstag, 16. Dezember, 17:00
								Kreuzkirche, Wil (CH)","https://eventfrog.ch/de/p/konzert/adventskonzert-brassband-ostschweiz-7131059385426457744.html","Adventskonzert Brassband Ostschweiz","","Samstag, 16. Dezember, 17:00","Sa., 16. Dezember 2023","Die Brass Band Ostschweiz begeistert mit gehaltvoller Blasmusik. Das Repertoire umfasst nebst Originalkompositionen für Brass Band auch Transkriptionen bekannter klassischer Werke, sakrale Musik bis zu Arrantements aus Filmmusik, Jazz und Rock. Seit Frühling 2019 steht die BBO unter der Leitung von Daniel Maggi. 

<br> Da es immer schwieriger geworden ist, die Orchesterstühle zu besetzen, hat sich die BBO entschlossen, ihre Konzerttätigkeit mit den beiden Adventskonzerten zu beenden. Geniessen Sie ein letztes Mal den BBO-Sound in festlicher Atmosphäre. ""It's time to say goodbye.""","","Kreuzkirche, Toggenburgerstrasse 52a, Wil, CH","Konzert","17:00 Uhr"
"1701176392-378","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Viva la Musica ""ediziun da Nadal""
									Samstag, 16. Dezember, 17:00
								Scuol Palace - Cura & Cultura, Scuol (CH)","https://eventfrog.ch/de/p/konzert/offene-buehne/viva-la-musica-ediziun-da-nadal-7133394703223816773.html","Viva la Musica ""ediziun da Nadal""","","Samstag, 16. Dezember, 17:00","Sa., 16. Dezember 2023","Das Scuol Palace erklingt zu Weihnachten. Mit dem Projekt Viva la Musica ermöglicht Cinzia einheimischen KünstlerInnen in der Öffentlichkeit aufzutreten und sich untereinander als MusikerInnen kennen zu lernen. Die vierte Ausgabe von Viva la Musica ist eine Weihnachtsedition.  
17.00 Uhr            Kinderchor Scuol mit Nina Mayer 
17.30 Uhr            Kurze Vorstellung des Projektes „Musical a Scuol“ im Scuol Palace + Vorstellung des Scuol Palace - Cura & Cultura 
18.00 Uhr            Mi’amia 
18.30 Uhr            Paulin Nuotclà 
19.00 Uhr            Fingerfood 
19.30 Uhr            Cinzia + Band 
20.00 Uhr            Felix Bernhard Huber, Arnaud Pas Band 
20.30 - 22.00 Uhr        DJ mit Tanzmöglichkeit im Konzertsaal 
  
Komm auch du vorbei und geniesse einen Abend voller Musik und Freude! 
Eintritt: Kollekte ab 10 CHF","CHF 10.00","Scuol Palace - Cura & Cultura, Nairs 500, Scuol, CH","Konzert / Offene Bühne","17:00 Uhr
									
																			- 
										22:00 Uhr"
"1701176394-379","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Kinderkonzert: Jauchzet, frohlocket!
									Samstag, 16. Dezember, 16:00
								Andreaskirche, Gossau (CH)","https://eventfrog.ch/de/p/konzert/chor/kinderkonzert-jauchzet-frohlocket-7132702991627264741.html","Kinderkonzert: Jauchzet, frohlocket!","","Samstag, 16. Dezember, 16:00","Sa., 16. Dezember 2023","Jauchzet, frohlocket! Für viele beginnt Weihnachten mit diesen Worten und Tönen von Johann Sebastian Bach. Aber, wie war das mit den Hirten auf dem Feld? Wie klingen die grossen und die kleinen Hirten in der Musik? Oder dem Engel, der da erschienen sein soll? Oder wie begrüsst man ordentlich - also mit welchem Instrument - einen König? Michael Gusenbauer hat Bachs Musik in eine zauberhafte Version für Kinder übersetzt. Ein Erzähler führt durch die Geschichte anstelle des Evangelisten, der vom St. Galler Schauspieler Thomas Fuhrer köstlich verkörpert wird. Jedes Instrument bekommt seinen speziellen Platz und die Streicher werden von jugendlichen Musikschülern ergänzt, die eine besondere Freude daran haben, mit dem vorzüglichen Orchester des CM zu musizieren. 
Chor und Barockorchester des CMO
 Jugendliche Streicher
 Solisten
 Thomas Fuhrer, Erzähler
 Eckart Manke, Leitung","","Andreaskirche, Herisauerstrasse 5, Gossau, CH","Konzert / Chor","16:00 Uhr
									
																			- 
										17:00 Uhr"
"1701176400-380","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Kinderkonzert: Jauchzet, frohlocket!
									Samstag, 16. Dezember, 16:00
								Andreaskirche, Gossau SG (CH)","https://eventfrog.ch/de/p/konzert/kinderkonzert-jauchzet-frohlocket-7133240189342701857.html","Kinderkonzert: Jauchzet, frohlocket!","","Samstag, 16. Dezember, 16:00","Sa., 16. Dezember 2023","Jauchzet, frohlocket! Für viele beginnt Weihnachten mit diesen Worten und Tönen von Johann Sebastian Bach. Aber, wie war das mit den Hirten auf dem Feld? Wie klingen die grossen und die kleinen Hirten in der Musik? Oder dem Engel, der da erschienen sein soll? Oder wie begrüsst man ordentlich - also mit welchem Instrument - einen König? Michael Gusenbauer hat Bachs Musik in eine zauberhafte Version für Kinder übersetzt. Ein Erzähler führt durch die Geschichte anstelle des Evangelisten, der vom St. Galler Schauspieler Thomas Fuhrer köstlich verkörpert wird. Jedes Instrument bekommt seinen speziellen Platz und die Streicher werden von jugendlichen Musikschülern ergänzt, die eine besondere Freude daran haben, mit dem vorzüglichen Orchester des CM zu musizieren. Chor und Barockorchester des CMO Jugendliche Streicher Solisten Thomas Fuhrer, Erzähler Eckart Manke, Leitung Um 18.00 Uhr erklingen die Kantaten I - III von Bachs Weihnachtsoratorium. Eintritt frei, Kollekte erbeten","","Andreaskirche, Herisauerstrasse 5, Gossau SG, CH","Konzert","16:00 Uhr"
"1701176401-381","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Ruination Metal Fest
									Samstag, 16. Dezember, 15:30
								Kulturhalle Sägegasse, Burgdorf (CH)","https://eventfrog.ch/de/p/konzert/hard-rock-heavy-metal/ruination-metal-fest-7081905978023477474.html","Ruination Metal Fest","","Samstag, 16. Dezember, 15:30","Sa., 16. Dezember 2023","Flo LeBeau 16:00
 Flo LeBeau, früher Bassist bei der Berner Hardcore-Band Horace, bezeichnet seinen Stil ganz einfach als “Acoustic Disaster”. Nach dem Motto “Dealing successfully with Fears and Worries” schnappte er sich seine Akustikgitarre und startete eine “Tour de Suisse” mit dem Ziel, in jedem Kanton zu spielen. Doch in Burgdorf hat er noch nicht gespielt. Herzlich Willkommen! 
Thy Gnosis 16:00
 Die Gesichter hinter Thy Gnosis dürften den einen oder anderen bekannt vorkommen. So haben Jan oder Stefan etwa bereits bei Ominicde zusammen gespielt. Bei Thy Gnosis können Jan, Steffu & Co ihre Liebe für technischen Death Metal voll ausleben. Macht euch bereit für die brutale Saitenhexerei. 
The Kate Effect 17:30
 Oft mit einem britischen Modephänomen verwechselt, ist The Kate Effect tatsächlich eine Band. Sie stammen aus Zürich und spielen eine Kombination aus Melodic Death Metal und Thrash Metal mit gelegentlichen Hardcore-Einflüssen. Gegründet im Jahr 2011, wählte die Band einen Namen, der sowohl von Ihrer königlichen Hoheit der Herzogin von Cambridge als auch von einer ordentlichen Portion Unsinn inspiriert ist. Und der Sinn für Humor kommt auch auf der Bühne nie zu kurz, was einen tollen Kontrast zu den tonnenschweren Riffs ergibt. 
Unified Move 18:30
 Unified Move muss man ...
								
									 mehr anzeigen
								
							
							
																	Flo LeBeau 16:00
 Flo LeBeau, früher Bassist bei der Berner Hardcore-Band Horace, bezeichnet seinen Stil ganz einfach als “Acoustic Disaster”. Nach dem Motto “Dealing successfully with Fears and Worries” schnappte er sich seine Akustikgitarre und startete eine “Tour de Suisse” mit dem Ziel, in jedem Kanton zu spielen. Doch in Burgdorf hat er noch nicht gespielt. Herzlich Willkommen! 
Thy Gnosis 16:00
 Die Gesichter hinter Thy Gnosis dürften den einen oder anderen bekannt vorkommen. So haben Jan oder Stefan etwa bereits bei Ominicde zusammen gespielt. Bei Thy Gnosis können Jan, Steffu & Co ihre Liebe für technischen Death Metal voll ausleben. Macht euch bereit für die brutale Saitenhexerei. 
The Kate Effect 17:30
 Oft mit einem britischen Modephänomen verwechselt, ist The Kate Effect tatsächlich eine Band. Sie stammen aus Zürich und spielen eine Kombination aus Melodic Death Metal und Thrash Metal mit gelegentlichen Hardcore-Einflüssen. Gegründet im Jahr 2011, wählte die Band einen Namen, der sowohl von Ihrer königlichen Hoheit der Herzogin von Cambridge als auch von einer ordentlichen Portion Unsinn inspiriert ist. Und der Sinn für Humor kommt auch auf der Bühne nie zu kurz, was einen tollen Kontrast zu den tonnenschweren Riffs ergibt. 
Unified Move 18:30
 Unified Move muss man nicht mit Worten beschreiben, man muss sie live erleben! Kaum eine Schweizer Hardcore Band versteht es, ihre geballte Energie live auf das Publikum zu übertragen wie die Jungs aus Grenchen. Und selbst mit viel Wut im Bauch schaffen sie es immer wieder, das Publikum mit positiven Vibes zurückzulassen. 
Days of Ruin 19:45
 Days of Ruin dürften den Besuchern der Kulturhalle Sägegasse mittlerweile ein Begriff sein. Denn schon 2021 und 2022 waren die fünf Metalcore-Antihelden aus dem Kanton Bern in Burgdorf zu Gast. Aus dem überwältigenden Feedback entstand dann auch die Idee, mal etwas Eigenes auf die Beine zu stellen. Bekannt dafür, auf der Bühne immer 120% zu geben, werden Days of Ruin am ersten Ruination Metal Fest mit einer Extraportion Energie an den Start gehen. 
Whiteout 21:00
 Mit über 5000 monatlichen Zuhörern auf Spotify zählt Whiteout zu den derzeit vielversprechendsten Metalcore Bands aus der Schweiz. Dass der Erfolg nicht von ungefähr kommt, beweisen sie immer aufs Neue mit energiegeladenen Live-Shows wie zum Beispiel dieses Jahr als Opener beim renommierten Impericon Festival in Zürich. Bei uns tritt Whiteout als erster Headliner auf die Bühne. Let’s go! 
Among Vultures 22:30
 Wer die Schweizer Metalszene kennt und auch mal jenseits des Röstigraben unterwegs ist, dürfte die Jungs aus Fribourg kennen. Vormals unter dem Banner “Attack Vertical” unterwegs, spielten Among Vultures bereits über 300 Konzerte in- und ausserhalb der Schweiz. Ihre explosive Mischung aus Metal und Hardcore kommt präzise und scharf aus den Boxen und wird bei dir garantiert den Drang zum Headbangen auslösen.   
JOR 00:00
 Zur Geisterstunde wird es noch einmal richtig atmosphärisch. Wer nach Among Vultures noch einen Gang runterschalten und atmosphärische Klänge geniessen möchte, wird mit unserem Deadliner JOR bestens bedient. Du kennst die Band nicht? Das ist keine Schande. Die beiden Jungs verbringen viel Zeit im Proberaum, um an ihren geloopten Arrangements zu tüfteln und betreten die grosse Bühne zum ersten Mal. Nicht verpassen!
									
										 weniger anzeigen","CHF 27.00","Kulturhalle Sägegasse, Sägegasse 17, Burgdorf, CH","Konzert / Hard Rock & Heavy Metal","15:30 Uhr
									
																			- 
										02:30 Uhr"
"1701176403-382","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				Adventsveranstaltung
									Samstag, 16. Dezember, 15:00
								Spital Männedorf, Männedorf (CH)","https://eventfrog.ch/de/p/konzert/adventsveranstaltung-7127986536256045656.html","Adventsveranstaltung","","Samstag, 16. Dezember, 15:00","Sa., 16. Dezember 2023","Die Jugendmusikschule Männedorf beschenkt uns mit einem Konzert und bringt Weihnachtsstimmung ins Spital. Patientinnen und Patienten, Besucherinnen und Besucher sowie externe Gäste sind herzlich willkommen am Samstag, 16. Dezember um 15.00 Uhr dem ca. 30-minütigen Konzert zu lauschen. Den Nachmittag lassen wir mit Guetzli und Punsch ausklingen.","","Spital Männedorf, Asylstrasse 10, Männedorf, CH","Konzert","15:00 Uhr
									
																			- 
										16:00 Uhr"
"1701176405-383","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Weihnachtskonzert  STIMMWERKBANDE und incantanti – SAMSTAG
									Samstag, 16. Dezember, 15:00
								Heiligkreuzkirche Chur, Chur (CH)","https://eventfrog.ch/de/p/konzert/chor/weihnachtskonzert-stimmwerkbande-und-incantanti-samstag-7133359488367573559.html","Weihnachtskonzert  STIMMWERKBANDE und incantanti – SAMSTAG","","Samstag, 16. Dezember, 15:00","Sa., 16. Dezember 2023","Die «STIMMWERKBANDE – Die Bündner Singschule» und das Vokalensemble incantanti laden zum traditionellen Weihnachtskonzert in der Heiligkreuzkirche Chur ein. Aufgrund der grossen Nachfrage der letzten Jahre werden dieses Jahr zwei Konzerte angeboten, eines am Freitagabend das andere am Samstagnachmittag. 
Wir freuen uns, Dich in der Heiligkreuzkirche in Chur begrüssen zu dürfen und musikalisch auf die Festtage einzustimmen. Auf der Bühne stehen alle Formationen der STIMMWERKBANDE vom Kindergartenalter bis zur Oberstufe und die sehr erfahrenen Sängerinnen und Sänger des Vokalensemble incantanti. Es wartet ein abwechslungsreiches Programm mit Weihnachtsliedern. Wir singen a capella, mit Klavierbegleitung und mit Harfenbegleitung.","","Heiligkreuzkirche Chur, Masanserstrasse 161, Chur, CH","Konzert / Chor","15:00 Uhr"
"1701176407-384","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				16
			
			
			
				J. S. Bach: Zu Gast bei Rudolf Lutz
									Samstag, 16. Dezember, 10:30
								Kirche St. Mangen, St. Gallen (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/j-s-bach-zu-gast-bei-rudolf-lutz-7076524495557501403.html","J. S. Bach: Zu Gast bei Rudolf Lutz","","Samstag, 16. Dezember, 10:30","Sa., 16. Dezember 2023","Dieses neue Format lässt immer am Morgen danach tief blicken und motiviert dieses Mal zum gemeinsamen Adventssingen: Chormanagerin der Bach-Stiftung und Altistin Antonia Frey stellt sich den Fragen Rudolf Lutz’, der an diesem lustvollen Vormittag gekonnt den Entertainer und Interviewer mimt und seinen Gästen Spannendes, Unbekanntes und vielleicht auch Unerwartetes entlockt. Aber es wird nicht nur geplaudert, sondern vor allem gemeinsam gesungen. Die Liederauswahl ist gross, mit bekannten und weniger bekannten Liedern zu Weihnachten aus nah und fern. Mitmachen kann jede und jeder, der Freude hat, mit der eigenen Stimme zu arbeiten. Es sind keine Vorkenntnisse nötig. Besucherinnen und Besucher erleben einen klangvollen Vormittag und lernen die Künstlerinnen und Künstler von einer weiteren Seite, im persönlichen Austausch und gemeinsamen Singen kennen!","","Kirche St. Mangen, Kirchgasse 17, St. Gallen, CH","Konzert / Weitere Musikrichtungen","10:30 Uhr"
"1701176409-385","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				15
			
			
			
				Rossano Sportiello / Harry Allen Trio
									Freitag, 15. Dezember, 21:30
								Marians Jazzroom, Bern (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/rossano-sportiello-harry-allen-trio-7129844025524199049.html","Rossano Sportiello / Harry Allen Trio","","Freitag, 15. Dezember, 21:30","Fr., 15. Dezember 2023","Rossano Sportiello ist ein höchst swingender und beliebter Pianist. Er spielte mit Clark Terry, Kenny Davern, Bucky Pizzarelli, Warren Vaché, Howard Alden, Bill Charlap, Dick Hyman und vielen mehr! Diese Woche mit dabei ist Harry Allen. Harry ist einer der swingendsten Mainstream Jazz-Saxophonisten und spielte mit Musikern wie Rosemary Clooney, Harry „Sweets“ Edison, Tommy Flanagan, Kenny Barron und vielen mehr.","","Marians Jazzroom, Engestrasse 54a, Bern, CH","Konzert / Jazz & Blues","21:30 Uhr"
"1701176411-386","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				15
			
			
			
				Lord Kesseli & the Drums
									Freitag, 15. Dezember, 21:30
								TapTab, Schaffhausen (CH)","https://eventfrog.ch/de/p/konzert/lord-kesseli-the-drums-7132143686222062930.html","Lord Kesseli & the Drums","","Freitag, 15. Dezember, 21:30","Fr., 15. Dezember 2023","<p>LORD KESSELI & THE DRUMS</p> 

<p>Vor 5 Jahren veröffentlichten LORD KESSELI & THE DRUMS das wohl dunkelste Schweizer Popalbum aller Zeiten. ""Melodies of Immortality"" triefte förmlich vor Romantik, Traurigkeit und Wut. Das Duo verkörpert grosse Melodien und Texte, die musikalische Wucht aus düster-doomigen Drums und Gitarrenriffs schleift dem poppigen Äusseren eine Glocke voller Räucherstäbchenduft über. Endzeitstimmung küsst Liebesoffenbarung. Nach Solo-Alben und Kollaborationen sind LORD KESSELI & THE DRUMS endlich wieder auf der Bühne vereint und&nbsp;– wer hätte es erahnt&nbsp;– zurück mit neuer Musik! Klar, dass man da nicht nur hinhören, sondern die Show auch hautnah miterleben will!</p> 

<p>DELIA MESHLIR</p> 

<p>Die Lausannerin&nbsp;DELIA MESHLIR singt, schreibt eigene Texte, spielt Klavier und Gitarre und ist auch am Saxophon begabt. Und auch in visueller Hinsicht macht man ihr so schnell nichts vor; so steckt ihr Geist auch hinter den Artworks und Videos ihrer musikalischen Projekte. 2019 erschien ihre Debüt-EP ""Almost Spring"", auf welches 2022 ein Album mit dem Namen ""Calling the Unknown"" folgte. Und nun, 2023, macht sie sich...
								
									 mehr anzeigen
								
							
							
																	<p>LORD KESSELI & THE DRUMS</p> 

<p>Vor 5 Jahren veröffentlichten LORD KESSELI & THE DRUMS das wohl dunkelste Schweizer Popalbum aller Zeiten. ""Melodies of Immortality"" triefte förmlich vor Romantik, Traurigkeit und Wut. Das Duo verkörpert grosse Melodien und Texte, die musikalische Wucht aus düster-doomigen Drums und Gitarrenriffs schleift dem poppigen Äusseren eine Glocke voller Räucherstäbchenduft über. Endzeitstimmung küsst Liebesoffenbarung. Nach Solo-Alben und Kollaborationen sind LORD KESSELI & THE DRUMS endlich wieder auf der Bühne vereint und&nbsp;– wer hätte es erahnt&nbsp;– zurück mit neuer Musik! Klar, dass man da nicht nur hinhören, sondern die Show auch hautnah miterleben will!</p> 

<p>DELIA MESHLIR</p> 

<p>Die Lausannerin&nbsp;DELIA MESHLIR singt, schreibt eigene Texte, spielt Klavier und Gitarre und ist auch am Saxophon begabt. Und auch in visueller Hinsicht macht man ihr so schnell nichts vor; so steckt ihr Geist auch hinter den Artworks und Videos ihrer musikalischen Projekte. 2019 erschien ihre Debüt-EP ""Almost Spring"", auf welches 2022 ein Album mit dem Namen ""Calling the Unknown"" folgte. Und nun, 2023, macht sie sich gemeinsam mit ihren Mitstreitern Steven Navid (Gitarre), Louise Meynard (Bass, Vocals, Cello), Alex Muller (Keyboard, Vocals) und Nicolas Wolf (Schlagzeug, Vocals) auf zu neuen Ufern. Ihr zweites Album erscheint im November und die Band geht damit auf Tour, wobei sie ihren dreamy Synth-Pop auch zu uns ins TapTab schwappen lässt. Zarte, feine Soundgewalt mit Gänsehautgarantie!</p>
									
										 weniger anzeigen","","TapTab, Baumgartenstrasse 19, Schaffhausen, CH","Konzert","21:30 Uhr"
